Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1743,1986,NBA,6,138,LAL,Walter Downing,,,,Marquette,,,,,,,,,,,,,,,
1744,1986,NBA,6,139,BOS,Greg Wendt,,,,Detroit Mercy,,,,,,,,,,,,,,,
1745,1986,NBA,7,140,NYK,Duane Kendall,,,,South Carolina,,,,,,,,,,,,,,,
1746,1986,NBA,7,141,IND,Steve Woodside,,,,Oregon State,,,,,,,,,,,,,,,
1747,1986,NBA,7,142,CLE,Ralph Dalton,,,,Georgetown,,,,,,,,,,,,,,,
1748,1986,NBA,7,143,GSW,Steve Kenilvort,,,,Santa Clara University,,,,,,,,,,,,,,,
1749,1986,NBA,7,144,CHI,Robert Henderson,,,,Michigan,,,,,,,,,,,,,,,
1750,1986,NBA,7,145,SEA,Glen McCants,,,,Clemson,,,,,,,,,,,,,,,
1751,1986,NBA,7,146,LAC,Johnny Brown,,,,New Mexico,,,,,,,,,,,,,,,
1752,1986,NBA,7,147,PHO,Damon Goodwin,,,,Dayton,,,,,,,,,,,,,,,
1753,1986,NBA,7,148,SAS,Michael Anderson,,,,University of Texas-Pan American,,,,,,,,,,,,,,,
1754,1986,NBA,7,149,SAC,Ron Rankin,,,,SE Missouri State,,,,,,,,,,,,,,,
1755,1986,NBA,7,150,WSB,Joe Price,,,,Notre Dame,,,,,,,,,,,,,,,
1756,1986,NBA,7,151,NJN,Jim Dolan,,,,Notre Dame,,,,,,,,,,,,,,,
1757,1986,NBA,7,152,POR,Randy Schiff,,,,Linfield College,,,,,,,,,,,,,,,
1758,1986,NBA,7,153,UTA,Mark Mitchell,,,,University of Hartford,,,,,,,,,,,,,,,
1759,1986,NBA,7,154,DAL,Kim Cooksey,,,,Middle Tennessee State University,,,,,,,,,,,,,,,
1760,1986,NBA,7,155,DET,Larry Polec,,,,Michigan State,,,,,,,,,,,,,,,
1761,1986,NBA,7,156,DEN,Mike Marshall,,,,McNeese State University,,,,,,,,,,,,,,,
1762,1986,NBA,7,157,ATL,Valerie Tikhonenko,,,,,,,,,,,,,,,,,,,
1763,1986,NBA,7,158,HOU,Rick Olson,,,,Wisconsin,,,,,,,,,,,,,,,
1764,1986,NBA,7,159,PHI,Dan Palombizio,,,,Ball State University,,,,,,,,,,,,,,,
1765,1986,NBA,7,160,MIL,Jeff Strong,,,,Missouri,,,,,,,,,,,,,,,
1766,1986,NBA,7,161,LAL,Mark Coleman,,,,Mississippi Valley State University,,,,,,,,,,,,,,,
1767,1986,NBA,7,162,BOS,Tom Ivey,,,,Boston University,,,,,,,,,,,,,,,
1768,1987,NBA,2,24,DET,Fred Banks,,,,UNLV,,,,,,,,,,,,,,,
1769,1987,NBA,2,29,POR,Lester Fonville,,,,Jackson State University,,,,,,,,,,,,,,,
1770,1987,NBA,2,37,WSB,Derrick Dowell,,,,USC,,,,,,,,,,,,,,,
1771,1987,NBA,2,42,ATL,Terence Bailey,,,,Wagner College,,,,,,,,,,,,,,,
1772,1987,NBA,2,43,PHI,Andrew Kennedy,,,,Virginia,,,,,,,,,,,,,,,
1773,1987,NBA,2,44,ATL,Terry Coner,,,,Alabama,,,,,,,,,,,,,,,
1774,1987,NBA,2,46,PHO,Bruce Dalrymple,,,,Georgia Tech,,,,,,,,,,,,,,,
1775,1987,NBA,3,47,LAC,Tim McCalister,,,,Oklahoma,,,,,,,,,,,,,,,
1776,1987,NBA,3,49,NYK,Jerome Batiste,,,,McNeese State University,,,,,,,,,,,,,,,
1777,1987,NBA,3,51,SAC,Sven Myer,,,,Oregon,,,,,,,,,,,,,,,
1778,1987,NBA,3,54,DEN,Tom Schafer,,,,Iowa State,,,,,,,,,,,,,,,
1779,1987,NBA,3,55,SEA,Tommy Amaker,,,,Duke,,,,,,,,,,,,,,,
1780,1987,NBA,3,56,CHI,John Fox,,,,Millersville,,,,,,,,,,,,,,,
1781,1987,NBA,3,57,PHI,Hansi Gnad,,,,University of Alaska Anchorage,,,,,,,,,,,,,,,
1782,1987,NBA,3,59,WSB,Danny Pearson,,,,Jacksonville University,,,,,,,,,,,,,,,
1783,1987,NBA,3,60,IND,Sean Couch,,,,Columbia University,,,,,,,,,,,,,,,
1784,1987,NBA,3,61,UTA,Clarence Martin,,,,Western Kentucky,,,,,,,,,,,,,,,
1785,1987,NBA,3,62,PHI,Eric Riggins,,,,Rutgers University,,,,,,,,,,,,,,,
1786,1987,NBA,3,64,MIL,J. J. Weber,,,,Wisconsin,,,,,,,,,,,,,,,
1787,1987,NBA,3,66,DAL,Mike Richmond,,,,Texas-El Paso,,,,,,,,,,,,,,,
1788,1987,NBA,3,67,ATL,Song Tao,,,,,,,,,,,,,,,,,,,
1789,1987,NBA,3,69,LAL,Willie Glass,,,,St. John's,,,,,,,,,,,,,,,
1790,1987,NBA,4,70,BOS,Tom Sheehey,,,,Virginia,,,,,,,,,,,,,,,
1791,1987,NBA,4,71,NYK,Mike Morgan,,,,Drake University,,,,,,,,,,,,,,,
1792,1987,NBA,4,72,NJN,Andrew Moten,,,,Florida,,,,,,,,,,,,,,,
1793,1987,NBA,4,73,SAS,Todd May,,,,Pikeville College,,,,,,,,,,,,,,,
1794,1987,NBA,4,76,PHO,Steve Beck,,,,Arizona State,,,,,,,,,,,,,,,
1795,1987,NBA,4,77,DEN,David Boone,,,,Marquette,,,,,,,,,,,,,,,
1796,1987,NBA,4,78,SEA,Todd Linder,,,,University of Tampa,,,,,,,,,,,,,,,
1797,1987,NBA,4,80,CLE,Carven Holcomb,,,,TCU,,,,,,,,,,,,,,,
1798,1987,NBA,4,81,WSB,Scott Thompson,,,,University of San Diego,,,,,,,,,,,,,,,
1799,1987,NBA,4,82,HOU,Joe Niego,,,,Lewis,,,,,,,,,,,,,,,
1800,1987,NBA,4,83,GSW,Benny Bolton,,,,NC State,,,,,,,,,,,,,,,
1801,1987,NBA,4,84,UTA,Reuben Holmes,,,,Alabama State University,,,,,,,,,,,,,,,
1802,1987,NBA,4,85,PHI,Brian Rahilly,,,,Tulsa,,,,,,,,,,,,,,,
1803,1987,NBA,4,86,POR,Norwood Barber,,,,Florida State,,,,,,,,,,,,,,,
1804,1987,NBA,4,87,MIL,Darryl Bedford,,,,Austin Peay State University,,,,,,,,,,,,,,,
1805,1987,NBA,4,89,DAL,David Johnson,,,,Oklahoma,,,,,,,,,,,,,,,
1806,1987,NBA,4,90,ATL,Theofanis Christodoulou,,,,,,,,,,,,,,,,,,,
1807,1987,NBA,4,91,BOS,Darryl Kennedy,,,,Oklahoma,,,,,,,,,,,,,,,
1808,1987,NBA,4,92,LAL,Ralph Tally,,,,Norfolk State,,,,,,,,,,,,,,,
1809,1987,NBA,5,93,LAC,Chad Kessler,,,,Georgia,,,,,,,,,,,,,,,
1810,1987,NBA,5,94,NJN,James Blackmon,,,,Kentucky,,,,,,,,,,,,,,,
1811,1987,NBA,5,95,NYK,Glenn Clem,,,,Vanderbilt,,,,,,,,,,,,,,,
1812,1987,NBA,5,96,SAS,Dennis Williams,,,,Georgia,,,,,,,,,,,,,,,
1813,1987,NBA,5,97,SAC,Vernon Carr,,,,Michigan State,,,,,,,,,,,,,,,
1814,1987,NBA,5,98,CLE,Carl Lott,,,,TCU,,,,,,,,,,,,,,,
1815,1987,NBA,5,99,PHO,Brent Counts,,,,University of the Pacific,,,,,,,,,,,,,,,
1816,1987,NBA,5,101,SEA,Michael Tait,,,,Clemson,,,,,,,,,,,,,,,
1817,1987,NBA,5,102,CHI,Anthony Wilson,,,,LSU,,,,,,,,,,,,,,,
1818,1987,NBA,5,103,IND,Mike Milling,,,,UNC Charlotte,,,,,,,,,,,,,,,
1819,1987,NBA,5,104,HOU,Andre LaFleur,,,,Northeastern University,,,,,,,,,,,,,,,
1820,1987,NBA,5,105,GSW,Terry Williams,,,,SMU,,,,,,,,,,,,,,,
1821,1987,NBA,5,106,WSB,Patrick Fairs,,,,Texas,,,,,,,,,,,,,,,
1822,1987,NBA,5,108,PHI,Frank Ross,,,,American University,,,,,,,,,,,,,,,
1823,1987,NBA,5,109,POR,David Moss,,,,Tulsa,,,,,,,,,,,,,,,
1824,1987,NBA,5,110,MIL,Brian Vaughns,,,,University of California Santa Barbara,,,,,,,,,,,,,,,
1825,1987,NBA,5,111,DET,Gerry Wright,,,,Iowa,,,,,,,,,,,,,,,
1826,1987,NBA,5,112,DAL,Sam Hill,,,,Iowa State,,,,,,,,,,,,,,,
1827,1987,NBA,5,113,ATL,Jose Antonio Montero,,,,,,,,,,,,,,,,,,,
1828,1987,NBA,5,114,BOS,Dave Butler,,,,Cal,,,,,,,,,,,,,,,
1829,1987,NBA,6,115,LAL,Kenny Travis,,,,New Mexico State,,,,,,,,,,,,,,,
1830,1987,NBA,6,117,NYK,Howard Triche,,,,Syracuse,,,,,,,,,,,,,,,
1831,1987,NBA,6,118,NJN,Perry Bromwell,,,,University of Pennsylvania,,,,,,,,,,,,,,,
1832,1987,NBA,6,119,SAS,Ricky Brown,,,,University of South Alabama,,,,,,,,,,,,,,,
1833,1987,NBA,6,120,SAC,Darryl Thomas,,,,Indiana,,,,,,,,,,,,,,,
1834,1987,NBA,6,121,CLE,Harold Jensen,,,,Villanova,,,,,,,,,,,,,,,
1835,1987,NBA,6,122,PHO,Marcel Boyce,,,,University of Akron,,,,,,,,,,,,,,,
1836,1987,NBA,6,123,DEN,Kelvin Scarborough,,,,New Mexico,,,,,,,,,,,,,,,
1837,1987,NBA,6,124,SEA,Tom Gneiting,,,,BYU,,,,,,,,,,,,,,,
1838,1987,NBA,6,125,CHI,Doug Altenberger,,,,Illinois,,,,,,,,,,,,,,,
1839,1987,NBA,6,126,IND,Gary Graham,,,,UNLV,,,,,,,,,,,,,,,
1840,1987,NBA,6,128,WSB,Dwayne Scholten,,,,Washington State,,,,,,,,,,,,,,,
1841,1987,NBA,6,129,HOU,Fred Jenkins,,,,Tennessee,,,,,,,,,,,,,,,
1842,1987,NBA,6,130,UTA,Art Sabb,,,,Bloomfield College,,,,,,,,,,,,,,,
1843,1987,NBA,6,131,PHI,Tracy Foster,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
1844,1987,NBA,6,132,POR,Bernard Johnson,,,,Loyola Chicago,,,,,,,,,,,,,,,
1845,1987,NBA,6,133,MIL,Gay Elmore,,,,Virginia Military Institute,,,,,,,,,,,,,,,
1846,1987,NBA,6,134,DET,Antoine Joubert,,,,Michigan,,,,,,,,,,,,,,,
1847,1987,NBA,6,135,DAL,Quintan Gates,,,,Texas-El Paso,,,,,,,,,,,,,,,
1848,1987,NBA,6,136,ATL,Riccardo Morandotti,,,,,,,,,,,,,,,,,,,
1849,1987,NBA,6,137,BOS,Tim Naegeli,,,,University of Wisconsin-Stevens Point,,,,,,,,,,,,,,,
1850,1987,NBA,6,138,LAL,Frank Ford,,,,Auburn,,,,,,,,,,,,,,,
1851,1987,NBA,7,139,LAC,Henry Carr,,,,Wichita State,,,,,,,,,,,,,,,
1852,1987,NBA,7,140,NJN,Frank Booker,,,,Bowling Green,,,,,,,,,,,,,,,
1853,1987,NBA,7,141,NYK,Wayne Williams,,,,Saint Joseph's,,,,,,,,,,,,,,,
1854,1987,NBA,7,142,SAS,Raynard Davis,,,,Texas,,,,,,,,,,,,,,,
1855,1987,NBA,7,143,SAC,Scott Adubato,,,,Upsala College,,,,,,,,,,,,,,,
1856,1987,NBA,7,144,CLE,Michael Foster,,,,South Carolina,,,,,,,,,,,,,,,
1857,1987,NBA,7,145,PHO,Roy Singleton,,,,Grand Canyon University,,,,,,,,,,,,,,,
1858,1987,NBA,7,146,DEN,Rowan Gomes,,,,Hampton University,,,,,,,,,,,,,,,
1859,1987,NBA,7,147,SEA,Mike Giomi,,,,NC State,,,,,,,,,,,,,,,
1860,1987,NBA,7,148,CHI,Earvin Leavy,,,,Central Michigan University,,,,,,,,,,,,,,,
1861,1987,NBA,7,149,IND,Montel Hatcher,,,,UCLA,,,,,,,,,,,,,,,
1862,1987,NBA,7,150,WSB,Jamie Dixon,,,,TCU,,,,,,,,,,,,,,,
1863,1987,NBA,7,151,HOU,Clarence Grier,,,,Campbell,,,,,,,,,,,,,,,
1864,1987,NBA,7,152,GSW,Ronnie Leggette,,,,West Virginia State University,,,,,,,,,,,,,,,
1865,1987,NBA,7,153,UTA,Keith Webster,,,,Harvard University,,,,,,,,,,,,,,,
1866,1987,NBA,7,154,PHI,Eric Semisch,,,,West Virginia,,,,,,,,,,,,,,,
1867,1987,NBA,7,155,POR,Kenny Stone,,,,George Fox University,,,,,,,,,,,,,,,
1868,1987,NBA,7,156,DEN,Curtis Hunter,,,,UNC,,,,,,,,,,,,,,,
1869,1987,NBA,7,157,DET,Mark Gottfried,,,,Alabama,,,,,,,,,,,,,,,
1870,1987,NBA,7,158,DAL,Gerald White,,,,Auburn,,,,,,,,,,,,,,,
1871,1987,NBA,7,159,ATL,Franjo Arapovic,,,,,,,,,,,,,,,,,,,
1872,1987,NBA,7,160,BOS,Jerry Corcoran,,,,Northeastern University,,,,,,,,,,,,,,,
1873,1987,NBA,7,161,LAL,Ron Vanderschaaf,,,,Central Washington University,,,,,,,,,,,,,,,
1874,1988,NBA,2,42,UTA,Jeff Moe,,,,Iowa,,,,,,,,,,,,,,,
1875,1988,NBA,2,49,DAL,Jose Vargas,,,,LSU,,,,,,,,,,,,,,,
1876,1988,NBA,3,52,NJN,Derrick Hamilton,,,,University of Southern Mississippi,,,,,,,,,,,,,,,
1877,1988,NBA,3,54,ATL,Jorge Gonzalez,,,,,,,,,,,,,,,,,,,
1878,1988,NBA,3,55,PHO,Rodney Johns,,,,Grand Canyon University,,,,,,,,,,,,,,,
1879,1988,NBA,3,57,PHI,Herman Montenegro,,,,LSU,,,,,,,,,,,,,,,
1880,1988,NBA,3,58,CHH,Jeff Moore,,,,Auburn,,,,,,,,,,,,,,,
1881,1988,NBA,3,60,WSB,Ed Davender,,,,Kentucky,,,,,,,,,,,,,,,
1882,1988,NBA,3,61,IND,Herbert Crook,,,,Louisville,,,,,,,,,,,,,,,
1883,1988,NBA,3,62,CHI,Derrick Lewis,,,,Maryland,,,,,,,,,,,,,,,
1884,1988,NBA,3,63,MIL,Mike Jones,,,,Auburn,,,,,,,,,,,,,,,
1885,1988,NBA,3,66,DEN,Dwight Boyd,,,,Memphis,,,,,,,,,,,,,,,
1886,1988,NBA,3,68,ATL,Darryl Middleton,,,,Baylor,,,,,,,,,,,,,,,
1887,1988,NBA,3,69,NYK,Phil Stinnie,,,,Virginia Commonwealth,,,,,,,,,,,,,,,
1888,1988,NBA,3,70,DAL,Jerry Johnson,,,,Florida Southern College,,,,,,,,,,,,,,,
1889,1988,NBA,3,72,DET,Lee Johnson,,,,Norfolk State,,,,,,,,,,,,,,,
1890,1988,NBA,3,75,SAS,Archie Marshall,,,,Kansas,,,,,,,,,,,,,,,
1891,1989,NBA,2,42,DEN,Michael Cutright,,,,McNeese State University,,,,,,,,,,,,,,,
1892,1989,NBA,2,44,PHI,Reggie Cross,,,,University of Hawaii,,,,,,,,,,,,,,,
1893,1989,NBA,2,47,DEN,Reggie Turner,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
1894,1989,NBA,2,48,UTA,Junie Lewis,,,,University of South Alabama,,,,,,,,,,,,,,,
1895,1989,NBA,2,53,DAL,Jeff Hodge,,,,University of South Alabama,,,,,,,,,,,,,,,
1896,1989,NBA,2,54,PHI,Toney Mack,,,,Georgia,,,,,,,,,,,,,,,
1897,1990,NBA,2,49,DAL,Phil Henderson,,,,Duke,,,,,,,,,,,,,,,
1898,1990,NBA,2,53,SEA,Abdul Shamsid-Deen,,,,Providence,,,,,,,,,,,,,,,
1899,1991,NBA,1,25,GSW,Shaun Vandiver,,,,Colorado,,,,,,,,,,,,,,,
1900,1991,NBA,2,29,MIA,George Ackles,,,,UNLV,,,,,,,,,,,,,,,
1801,1987,NBA,4,84,UTA,Reuben Holmes,,,,Alabama State University,,,,,,,,,,,,,,,
1802,1987,NBA,4,85,PHI,Brian Rahilly,,,,Tulsa,,,,,,,,,,,,,,,
1803,1987,NBA,4,86,POR,Norwood Barber,,,,Florida State,,,,,,,,,,,,,,,
1804,1987,NBA,4,87,MIL,Darryl Bedford,,,,Austin Peay State University,,,,,,,,,,,,,,,
1805,1987,NBA,4,89,DAL,David Johnson,,,,Oklahoma,,,,,,,,,,,,,,,
1806,1987,NBA,4,90,ATL,Theofanis Christodoulou,,,,,,,,,,,,,,,,,,,
1807,1987,NBA,4,91,BOS,Darryl Kennedy,,,,Oklahoma,,,,,,,,,,,,,,,
1808,1987,NBA,4,92,LAL,Ralph Tally,,,,Norfolk State,,,,,,,,,,,,,,,
1809,1987,NBA,5,93,LAC,Chad Kessler,,,,Georgia,,,,,,,,,,,,,,,
1810,1987,NBA,5,94,NJN,James Blackmon,,,,Kentucky,,,,,,,,,,,,,,,
1811,1987,NBA,5,95,NYK,Glenn Clem,,,,Vanderbilt,,,,,,,,,,,,,,,
1812,1987,NBA,5,96,SAS,Dennis Williams,,,,Georgia,,,,,,,,,,,,,,,
1813,1987,NBA,5,97,SAC,Vernon Carr,,,,Michigan State,,,,,,,,,,,,,,,
1814,1987,NBA,5,98,CLE,Carl Lott,,,,TCU,,,,,,,,,,,,,,,
1815,1987,NBA,5,99,PHO,Brent Counts,,,,University of the Pacific,,,,,,,,,,,,,,,
1816,1987,NBA,5,101,SEA,Michael Tait,,,,Clemson,,,,,,,,,,,,,,,
1817,1987,NBA,5,102,CHI,Anthony Wilson,,,,LSU,,,,,,,,,,,,,,,
1818,1987,NBA,5,103,IND,Mike Milling,,,,UNC Charlotte,,,,,,,,,,,,,,,
1819,1987,NBA,5,104,HOU,Andre LaFleur,,,,Northeastern University,,,,,,,,,,,,,,,
1820,1987,NBA,5,105,GSW,Terry Williams,,,,SMU,,,,,,,,,,,,,,,
1821,1987,NBA,5,106,WSB,Patrick Fairs,,,,Texas,,,,,,,,,,,,,,,
1822,1987,NBA,5,108,PHI,Frank Ross,,,,American University,,,,,,,,,,,,,,,
1823,1987,NBA,5,109,POR,David Moss,,,,Tulsa,,,,,,,,,,,,,,,
1824,1987,NBA,5,110,MIL,Brian Vaughns,,,,University of California Santa Barbara,,,,,,,,,,,,,,,
1825,1987,NBA,5,111,DET,Gerry Wright,,,,Iowa,,,,,,,,,,,,,,,
1826,1987,NBA,5,112,DAL,Sam Hill,,,,Iowa State,,,,,,,,,,,,,,,
1827,1987,NBA,5,113,ATL,Jose Antonio Montero,,,,,,,,,,,,,,,,,,,
1828,1987,NBA,5,114,BOS,Dave Butler,,,,Cal,,,,,,,,,,,,,,,
1829,1987,NBA,6,115,LAL,Kenny Travis,,,,New Mexico State,,,,,,,,,,,,,,,
1830,1987,NBA,6,117,NYK,Howard Triche,,,,Syracuse,,,,,,,,,,,,,,,
1831,1987,NBA,6,118,NJN,Perry Bromwell,,,,University of Pennsylvania,,,,,,,,,,,,,,,
1832,1987,NBA,6,119,SAS,Ricky Brown,,,,University of South Alabama,,,,,,,,,,,,,,,
1833,1987,NBA,6,120,SAC,Darryl Thomas,,,,Indiana,,,,,,,,,,,,,,,
1834,1987,NBA,6,121,CLE,Harold Jensen,,,,Villanova,,,,,,,,,,,,,,,
1835,1987,NBA,6,122,PHO,Marcel Boyce,,,,University of Akron,,,,,,,,,,,,,,,
1836,1987,NBA,6,123,DEN,Kelvin Scarborough,,,,New Mexico,,,,,,,,,,,,,,,
1837,1987,NBA,6,124,SEA,Tom Gneiting,,,,BYU,,,,,,,,,,,,,,,
1838,1987,NBA,6,125,CHI,Doug Altenberger,,,,Illinois,,,,,,,,,,,,,,,
1839,1987,NBA,6,126,IND,Gary Graham,,,,UNLV,,,,,,,,,,,,,,,
1840,1987,NBA,6,128,WSB,Dwayne Scholten,,,,Washington State,,,,,,,,,,,,,,,
1841,1987,NBA,6,129,HOU,Fred Jenkins,,,,Tennessee,,,,,,,,,,,,,,,
1842,1987,NBA,6,130,UTA,Art Sabb,,,,Bloomfield College,,,,,,,,,,,,,,,
1843,1987,NBA,6,131,PHI,Tracy Foster,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
1844,1987,NBA,6,132,POR,Bernard Johnson,,,,Loyola Chicago,,,,,,,,,,,,,,,
1845,1987,NBA,6,133,MIL,Gay Elmore,,,,Virginia Military Institute,,,,,,,,,,,,,,,
1846,1987,NBA,6,134,DET,Antoine Joubert,,,,Michigan,,,,,,,,,,,,,,,
1847,1987,NBA,6,135,DAL,Quintan Gates,,,,Texas-El Paso,,,,,,,,,,,,,,,
1848,1987,NBA,6,136,ATL,Riccardo Morandotti,,,,,,,,,,,,,,,,,,,
1849,1987,NBA,6,137,BOS,Tim Naegeli,,,,University of Wisconsin-Stevens Point,,,,,,,,,,,,,,,
1850,1987,NBA,6,138,LAL,Frank Ford,,,,Auburn,,,,,,,,,,,,,,,
1851,1987,NBA,7,139,LAC,Henry Carr,,,,Wichita State,,,,,,,,,,,,,,,
1852,1987,NBA,7,140,NJN,Frank Booker,,,,Bowling Green,,,,,,,,,,,,,,,
1853,1987,NBA,7,141,NYK,Wayne Williams,,,,Saint Joseph's,,,,,,,,,,,,,,,
1854,1987,NBA,7,142,SAS,Raynard Davis,,,,Texas,,,,,,,,,,,,,,,
1855,1987,NBA,7,143,SAC,Scott Adubato,,,,Upsala College,,,,,,,,,,,,,,,
1856,1987,NBA,7,144,CLE,Michael Foster,,,,South Carolina,,,,,,,,,,,,,,,
1857,1987,NBA,7,145,PHO,Roy Singleton,,,,Grand Canyon University,,,,,,,,,,,,,,,
1858,1987,NBA,7,146,DEN,Rowan Gomes,,,,Hampton University,,,,,,,,,,,,,,,
1859,1987,NBA,7,147,SEA,Mike Giomi,,,,NC State,,,,,,,,,,,,,,,
1860,1987,NBA,7,148,CHI,Earvin Leavy,,,,Central Michigan University,,,,,,,,,,,,,,,
1861,1987,NBA,7,149,IND,Montel Hatcher,,,,UCLA,,,,,,,,,,,,,,,
1862,1987,NBA,7,150,WSB,Jamie Dixon,,,,TCU,,,,,,,,,,,,,,,
1863,1987,NBA,7,151,HOU,Clarence Grier,,,,Campbell,,,,,,,,,,,,,,,
1864,1987,NBA,7,152,GSW,Ronnie Leggette,,,,West Virginia State University,,,,,,,,,,,,,,,
1865,1987,NBA,7,153,UTA,Keith Webster,,,,Harvard University,,,,,,,,,,,,,,,
1866,1987,NBA,7,154,PHI,Eric Semisch,,,,West Virginia,,,,,,,,,,,,,,,
1867,1987,NBA,7,155,POR,Kenny Stone,,,,George Fox University,,,,,,,,,,,,,,,
1868,1987,NBA,7,156,DEN,Curtis Hunter,,,,UNC,,,,,,,,,,,,,,,
1869,1987,NBA,7,157,DET,Mark Gottfried,,,,Alabama,,,,,,,,,,,,,,,
1870,1987,NBA,7,158,DAL,Gerald White,,,,Auburn,,,,,,,,,,,,,,,
1871,1987,NBA,7,159,ATL,Franjo Arapovic,,,,,,,,,,,,,,,,,,,
1872,1987,NBA,7,160,BOS,Jerry Corcoran,,,,Northeastern University,,,,,,,,,,,,,,,
1873,1987,NBA,7,161,LAL,Ron Vanderschaaf,,,,Central Washington University,,,,,,,,,,,,,,,
1874,1988,NBA,2,42,UTA,Jeff Moe,,,,Iowa,,,,,,,,,,,,,,,
1875,1988,NBA,2,49,DAL,Jose Vargas,,,,LSU,,,,,,,,,,,,,,,
1876,1988,NBA,3,52,NJN,Derrick Hamilton,,,,University of Southern Mississippi,,,,,,,,,,,,,,,
1877,1988,NBA,3,54,ATL,Jorge Gonzalez,,,,,,,,,,,,,,,,,,,
1878,1988,NBA,3,55,PHO,Rodney Johns,,,,Grand Canyon University,,,,,,,,,,,,,,,
1879,1988,NBA,3,57,PHI,Herman Montenegro,,,,LSU,,,,,,,,,,,,,,,
1880,1988,NBA,3,58,CHH,Jeff Moore,,,,Auburn,,,,,,,,,,,,,,,
1881,1988,NBA,3,60,WSB,Ed Davender,,,,Kentucky,,,,,,,,,,,,,,,
1882,1988,NBA,3,61,IND,Herbert Crook,,,,Louisville,,,,,,,,,,,,,,,
1883,1988,NBA,3,62,CHI,Derrick Lewis,,,,Maryland,,,,,,,,,,,,,,,
1884,1988,NBA,3,63,MIL,Mike Jones,,,,Auburn,,,,,,,,,,,,,,,
1885,1988,NBA,3,66,DEN,Dwight Boyd,,,,Memphis,,,,,,,,,,,,,,,
1886,1988,NBA,3,68,ATL,Darryl Middleton,,,,Baylor,,,,,,,,,,,,,,,
1887,1988,NBA,3,69,NYK,Phil Stinnie,,,,Virginia Commonwealth,,,,,,,,,,,,,,,
1888,1988,NBA,3,70,DAL,Jerry Johnson,,,,Florida Southern College,,,,,,,,,,,,,,,
1889,1988,NBA,3,72,DET,Lee Johnson,,,,Norfolk State,,,,,,,,,,,,,,,
1890,1988,NBA,3,75,SAS,Archie Marshall,,,,Kansas,,,,,,,,,,,,,,,
1891,1989,NBA,2,42,DEN,Michael Cutright,,,,McNeese State University,,,,,,,,,,,,,,,
1892,1989,NBA,2,44,PHI,Reggie Cross,,,,University of Hawaii,,,,,,,,,,,,,,,
1893,1989,NBA,2,47,DEN,Reggie Turner,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
1894,1989,NBA,2,48,UTA,Junie Lewis,,,,University of South Alabama,,,,,,,,,,,,,,,
1895,1989,NBA,2,53,DAL,Jeff Hodge,,,,University of South Alabama,,,,,,,,,,,,,,,
1896,1989,NBA,2,54,PHI,Toney Mack,,,,Georgia,,,,,,,,,,,,,,,
1897,1990,NBA,2,49,DAL,Phil Henderson,,,,Duke,,,,,,,,,,,,,,,
1898,1990,NBA,2,53,SEA,Abdul Shamsid-Deen,,,,Providence,,,,,,,,,,,,,,,
1899,1991,NBA,1,25,GSW,Shaun Vandiver,,,,Colorado,,,,,,,,,,,,,,,
1900,1991,NBA,2,29,MIA,George Ackles,,,,UNLV,,,,,,,,,,,,,,,
2001,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State,,,,,,,,,,,,,,,
2002,2002,NBA,2,55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,,
2003,2003,NBA,2,34,LAC,Sofoklis Schortsanitis\schorso01,18.008,C,cm,,,,,,,,,,,,,,,,
2004,2003,NBA,2,35,MIL,Szymon Szewczyk\szewcsz01,20.192,F-C,pl,,,,,,,,,,,,,,,,
2005,2003,NBA,2,36,CHI,Mario Austin\austima01,21.125,F-C,us,Mississippi State,,,,,,,,,,,,,,,
2006,2003,NBA,2,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,,
2007,2003,NBA,2,46,DEN,Sani Bečirovič\becirsa01,22.043,G,si,,,,,,,,,,,,,,,,
2008,2003,NBA,2,50,PHI,Paccelis Morlende\morlepa01,22.073,G,fr,,,,,,,,,,,,,,,,
2009,2003,NBA,2,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,,
2010,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State,,,,,,,,,,,,,,,
2011,2003,NBA,2,54,POR,Nedžad Sinanović\sinanne01,20.153,C,ba,,,,,,,,,,,,,,,,
2012,2003,NBA,2,55,MIN,Rick Rickert,,,,Minnesota,,,,,,,,,,,,,,,
2013,2003,NBA,2,57,DAL,Xue Yuyang\yuyanxu01,20.239,F-C,cn,,,,,,,,,,,,,,,,
2014,2004,NBA,2,39,TOR,Albert Miralles\miralal01,22.047,C,es,,,,,,,,,,,,,,,,
2015,2004,NBA,2,41,SEA,David Young,,,,NC Central,,,,,,,,,,,,,,,
2016,2004,NBA,2,42,ATL,Viktor Sanikidze\sanikvi01,18.089,F,ge,,,,,,,,,,,,,,,,
