Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
525,2007,NBA,2,35,SEA,Glen Davis\davisgl01,21.183,F-C,us,LSU,2008,2015,514,21.1,8.0,4.4,0.9,0.7,0.3,.447,.451,.182,.700,18.6,.082
526,2008,NBA,1,11,IND,Jerryd Bayless\bayleje01,19.315,G,us,Arizona,2009,2019,586,21.3,8.4,2.1,2.9,0.6,0.1,.411,.436,.361,.818,18.6,.072
527,1990,NBA,2,47,PHI,Derek Strong\stronde01,22.144,F,us,Xavier,1992,2001,456,18.7,6.8,4.9,0.6,0.4,0.2,.430,.436,.180,.786,18.5,.104
528,2000,NBA,1,10,ORL,Keyon Dooling\doolike01,20.056,G,us,Missouri,2001,2013,728,19.4,7.0,1.3,2.2,0.6,0.1,.416,.443,.349,.799,18.5,.063
529,2007,NBA,2,37,POR,Josh McRoberts\mcrobjo01,20.125,F,us,Duke,2008,2018,433,19.1,5.4,3.9,2.1,0.5,0.4,.463,.514,.340,.705,18.5,.107
530,2005,NBA,1,18,BOS,Gerald Green\greenge01,19.158,G-F,us,,2006,2019,658,19.8,9.7,2.5,0.9,0.5,0.3,.417,.469,.361,.818,18.4,.068
531,2011,NBA,2,31,MIA,Bojan Bogdanović\bogdabo02,22.071,G-F,ba,,2015,2019,399,27.8,13.3,3.4,1.4,0.6,0.1,.463,.520,.389,.846,18.4,.080
532,2009,NBA,1,12,CHA,Gerald Henderson\hendege02,21.204,G,us,Duke,2010,2017,535,25.9,11.2,3.2,1.9,0.7,0.3,.440,.460,.327,.793,18.3,.063
533,1993,NBA,1,25,CHI,Corie Blount\blounco01,24.183,F,us,Cincinnati,1994,2004,644,15.4,3.6,4.2,0.7,0.5,0.4,.471,.475,.115,.587,18.2,.088
534,1998,NBA,1,13,ORL,Keon Clark\clarkke01,23.075,F-C,us,UNLV,1999,2004,353,22.6,8.2,5.9,0.9,0.5,1.6,.500,.503,.053,.645,18.2,.110
535,1999,NBA,1,23,LAL,Devean George\georgde01,21.310,G-F,us,Augsburg College,2000,2010,630,18.5,5.6,3.1,0.9,0.7,0.4,.392,.421,.343,.721,18.2,.075
536,2005,NBA,1,23,SAC,Francisco García\garcifr01,23.185,F-G,do,Louisville,2006,2015,549,21.6,7.9,2.6,1.4,0.8,0.7,.427,.484,.357,.799,18.2,.074
537,2014,NBA,2,39,PHI,Jerami Grant\grantje01,20.111,F,us,Syracuse,2015,2019,383,24.1,8.8,3.9,1.0,0.6,1.2,.461,.522,.334,.654,18.2,.095
538,2014,NBA,1,4,ORL,Aaron Gordon\gordoaa01,18.288,F,us,Arizona,2015,2019,341,27.9,12.5,6.2,2.2,0.8,0.6,.450,.512,.321,.707,18.0,.091
539,1986,NBA,1,5,NYK,Kenny Walker\walkeke01,21.308,F,us,Kentucky,1987,1995,448,20.2,7.0,4.0,0.7,0.5,0.7,.485,.489,.206,.749,17.9,.095
540,2009,NBA,1,28,MIN,Wayne Ellington\ellinwa01,21.214,G,us,UNC,2010,2019,645,21.3,8.2,2.2,1.1,0.6,0.1,.410,.447,.379,.846,17.8,.062
541,2014,NBA,1,7,LAL,Julius Randle\randlju01,19.214,F-C,us,Kentucky,2015,2019,311,28.5,15.4,8.9,2.7,0.6,0.5,.502,.523,.307,.722,17.8,.096
542,1989,NBA,2,38,MIN,Doug West\westdo01,22.037,G-F,us,Villanova,1990,2001,676,24.6,9.6,2.5,1.9,0.7,0.3,.481,.491,.191,.801,17.7,.051
543,1991,NBA,1,7,MIN,Luc Longley\longllu01,22.163,C,au,New Mexico,1992,2001,567,21.2,7.2,4.9,1.5,0.5,1.0,.462,.463,.000,.760,17.5,.070
544,1992,NBA,1,8,MIL,Todd Day\dayto01,22.174,G-F,us,Arkansas,1993,2001,483,25.3,12.3,3.4,1.5,1.1,0.6,.406,.435,.345,.739,17.5,.069
545,2016,NBA,1,1,PHI,Ben Simmons\simmobe01,19.343,G-F,au,LSU,2018,2019,160,34.0,16.4,8.5,7.9,1.6,0.8,.554,.558,.000,.583,17.5,.154
546,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,Kentucky,2016,2019,295,24.0,10.1,6.4,1.6,0.9,0.8,.534,.536,.222,.611,17.4,.118
547,2001,NBA,1,27,MEM,Jamaal Tinsley\tinslja01,23.125,G,us,Iowa State,2002,2014,547,26.4,8.5,2.9,6.1,1.4,0.3,.393,.432,.299,.716,17.2,.057
548,1992,NBA,1,14,IND,Malik Sealy\sealyma01,22.149,G,us,St. John's,1993,2000,493,23.8,10.1,3.2,1.7,1.1,0.3,.426,.445,.292,.809,17.1,.070
549,2012,NBA,1,17,DAL,Tyler Zeller\zellety01,22.168,F-C,us,UNC,2013,2019,412,17.6,7.0,4.4,0.9,0.3,0.6,.509,.512,.286,.764,17.1,.113
550,1986,NBA,3,55,PHO,Kenny Gattison\gattike01,22.030,F-C,us,Old Dominion,1987,1996,494,20.1,7.9,4.7,0.9,0.6,0.7,.520,.521,.083,.649,16.9,.082
551,1990,NBA,1,7,SAC,Lionel Simmons\simmoli01,21.230,F,us,La Salle,1991,1997,454,29.7,12.8,6.2,3.3,1.1,0.8,.433,.436,.305,.771,16.9,.060
552,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,Texas,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068
553,2012,NBA,2,49,ORL,Kyle O'Quinn\oquinky01,22.100,F-C,us,Norfolk State,2013,2019,443,14.4,5.6,4.6,1.3,0.4,1.0,.518,.537,.209,.748,16.8,.126
554,2014,NBA,1,3,PHI,Joel Embiid\embiijo01,20.107,C,cm,Kansas,2017,2019,158,30.7,24.3,11.4,3.2,0.7,2.0,.481,.526,.315,.788,16.8,.166
555,2010,NBA,2,40,IND,Lance Stephenson\stephla01,19.297,G-F,us,Cincinnati,2011,2019,508,23.4,8.6,4.2,2.9,0.7,0.1,.444,.494,.315,.685,16.7,.068
556,2013,NBA,1,6,NOH,Nerlens Noel\noelne01,19.083,C-F,us,Kentucky,2015,2019,300,22.8,8.2,6.5,1.2,1.4,1.4,.523,.523,.250,.631,16.6,.117
557,1990,NBA,2,38,SEA,Jud Buechler\buechju01,22.013,F-G,us,Arizona,1991,2002,720,11.7,3.3,1.8,0.8,0.4,0.2,.433,.464,.366,.633,16.5,.094
558,2002,NBA,1,14,IND,Fred Jones\jonesfr01,23.113,G-F,us,Oregon,2003,2009,430,24.0,7.5,2.2,2.3,0.8,0.3,.411,.445,.353,.809,16.5,.077
559,2003,NBA,1,23,POR,Travis Outlaw\outlatr01,18.285,F,us,,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,.423,.447,.337,.744,16.5,.061
560,1993,NBA,1,20,CHH,Scott Burrell\burresc01,22.175,G-F,us,UConn,1994,2001,383,19.8,6.9,3.5,1.4,0.9,0.5,.418,.448,.373,.723,16.4,.104
561,2009,NBA,1,8,NYK,Jordan Hill\hilljo01,21.339,C-F,us,Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,.497,.499,.136,.699,16.4,.102
562,2012,NBA,2,40,POR,Will Barton\bartowi01,21.179,G,us,Memphis,2013,2019,438,23.3,10.5,3.9,2.4,0.7,0.4,.431,.478,.341,.788,16.4,.077
563,2014,NBA,1,16,CHI,Jusuf Nurkić\nurkiju01,19.312,C,ba,,2015,2019,310,22.9,11.6,8.0,1.9,0.8,1.3,.491,.498,.071,.666,16.4,.111
564,2015,NBA,1,27,LAL,Larry Nance\nancela02,22.180,F-C,us,Wyoming,2016,2019,259,22.9,7.7,6.5,1.7,1.3,0.5,.539,.566,.295,.698,16.4,.133
565,1992,NBA,2,30,DAL,Sean Rooks\rooksse01,22.294,C,us,Arizona,1993,2004,749,18.1,6.2,3.8,0.8,0.3,0.7,.459,.461,.091,.699,16.2,.057
566,2014,NBA,1,6,BOS,Marcus Smart\smartma01,20.117,G,us,Oklahoma State,2015,2019,341,28.4,9.3,3.5,3.9,1.6,0.4,.372,.436,.310,.764,16.2,.080
567,2004,NBA,1,27,LAL,Sasha Vujačić\vujacsa01,20.113,G,si,,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,.390,.415,.367,.858,16.0,.086
568,2006,NBA,2,36,MIN,Craig Smith\smithcr01,22.236,F,us,Boston College,2007,2012,403,16.9,7.6,3.9,0.8,0.5,0.2,.553,.560,.037,.661,16.0,.113
569,2006,NBA,2,42,CLE,Daniel Gibson\gibsoda01,20.126,G,us,Texas,2007,2013,397,23.5,7.8,2.0,2.0,0.6,0.2,.402,.397,.407,.780,16.0,.082
570,2014,NBA,1,19,CHI,Gary Harris\harriga01,19.290,G,us,Michigan State,2015,2019,312,28.5,12.4,2.6,2.1,1.2,0.2,.460,.525,.365,.802,16.0,.086
571,2014,NBA,1,23,UTA,Rodney Hood\hoodro01,21.254,G-F,us,Duke,2015,2019,320,27.2,12.6,2.8,1.9,0.8,0.2,.422,.465,.367,.841,16.0,.088
572,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest,2004,2011,495,18.6,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083
573,1990,NBA,1,18,SAC,Duane Causwell\causwdu01,22.032,C,us,Temple,1991,2001,541,17.4,4.9,4.2,0.4,0.4,1.4,.507,.508,.286,.618,15.8,.081
574,1998,NBA,1,22,LAC,Brian Skinner\skinnbr01,22.041,F,us,Baylor,1999,2012,608,17.9,4.7,4.7,0.5,0.4,0.9,.494,.494,.333,.566,15.8,.070
575,2002,NBA,2,34,MIL,Dan Gadzuric\gadzuda01,24.150,C,nl,UCLA,2003,2012,527,14.8,4.7,4.4,0.4,0.5,0.9,.500,.501,.000,.498,15.8,.097
576,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford,2002,2011,542,15.8,3.9,2.9,0.8,0.3,0.2,.455,.456,.000,.699,15.7,.088
577,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,Tennessee,2016,2019,259,30.7,12.1,3.2,2.9,1.1,0.7,.425,.467,.368,.821,15.7,.095
578,1986,NBA,2,28,CHI,Larry Krystkowiak\krystla01,21.272,F-C,us,University of Montana,1987,1997,420,21.7,8.2,4.9,1.2,0.6,0.1,.457,.461,.139,.795,15.6,.082
579,1990,NBA,2,43,SAS,Tony Massenburg\masseto01,22.337,F,us,Maryland,1991,2005,683,18.0,6.2,4.3,0.4,0.4,0.5,.470,.471,.091,.705,15.6,.061
580,2008,NBA,1,2,MIA,Michael Beasley\beaslmi01,19.173,F,us,Kansas State,2009,2019,609,22.8,12.4,4.7,1.3,0.6,0.5,.465,.481,.349,.759,15.6,.054
581,2013,NBA,1,5,PHO,Alex Len\lenal01,20.016,C,ua,Maryland,2014,2019,412,19.9,7.9,6.3,0.8,0.4,1.0,.487,.501,.349,.695,15.6,.091
582,1996,NBA,1,12,CLE,Vitaly Potapenko\potapvi01,21.103,C,ua,Wright State University,1997,2007,610,19.0,6.5,4.5,0.7,0.4,0.3,.479,.479,.167,.694,15.5,.064
583,2016,NBA,1,27,TOR,Pascal Siakam\siakapa01,22.088,F,cm,New Mexico State,2017,2019,216,23.5,10.1,5.1,2.0,0.7,0.6,.531,.592,.309,.743,15.5,.146
584,1997,NBA,1,27,UTA,Jacque Vaughn\vaughja01,22.140,G,us,Kansas,1998,2009,776,16.3,4.5,1.3,2.5,0.5,0.0,.429,.437,.352,.779,15.4,.058
585,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue,2001,2012,456,14.2,4.6,2.3,1.0,0.6,0.2,.408,.432,.372,.861,15.4,.114
586,2014,NBA,1,30,SAS,Kyle Anderson\anderky01,20.284,F-G,us,UCLA,2015,2019,300,19.6,5.3,3.9,1.9,1.0,0.5,.492,.519,.324,.706,15.4,.125
587,2012,NBA,1,21,BOS,Jared Sullinger\sullija01,20.121,F,us,Ohio State,2013,2017,269,24.3,10.8,7.5,1.8,0.7,0.6,.436,.476,.272,.723,15.3,.113
588,1987,NBA,2,45,BOS,Brad Lohaus\lohaubr01,22.271,F-C,us,Iowa,1988,1998,656,15.8,5.9,2.8,1.1,0.5,0.8,.440,.475,.361,.733,15.2,.070
589,1999,NBA,1,27,ATL,Jumaine Jones\jonesju01,20.145,F,us,Georgia,2000,2007,471,20.8,7.1,4.2,0.9,0.7,0.3,.424,.474,.349,.704,15.1,.074
590,2013,NBA,1,24,NYK,Tim Hardaway\hardati02,21.108,G,us,Michigan,2014,2019,403,26.1,13.1,2.6,1.8,0.6,0.2,.418,.489,.343,.816,15.1,.069
591,2000,NBA,1,12,DAL,Etan Thomas\thomaet01,22.094,F,us,Syracuse,2002,2011,409,17.3,5.7,4.7,0.4,0.3,1.0,.513,.513,,.603,14.9,.101
592,1989,NBA,1,9,WSB,Tom Hammonds\hammoto01,22.098,F,us,Georgia Tech,1990,2001,687,15.2,5.3,3.3,0.6,0.2,0.2,.480,.481,.000,.691,14.7,.068
593,2005,NBA,1,24,HOU,Luther Head\headlu01,22.220,G,us,Illinois,2006,2011,348,22.4,8.2,2.4,2.1,0.7,0.1,.423,.454,.388,.773,14.7,.090
594,2012,NBA,1,18,HOU,Terrence Jones\joneste01,20.176,F,us,Kentucky,2013,2019,234,23.8,10.4,5.7,1.0,0.6,1.2,.501,.539,.297,.621,14.7,.127
595,1988,NBA,1,7,PHO,Tim Perry\perryti01,23.030,F-C,us,Temple,1989,1996,481,19.6,6.8,4.0,0.9,0.5,0.9,.485,.504,.318,.648,14.6,.074
596,2010,NBA,1,19,BOS,Avery Bradley\bradlav01,19.215,G,us,Texas,2011,2019,522,28.7,12.0,3.0,1.8,1.0,0.2,.436,.470,.364,.778,14.6,.047
597,2006,NBA,2,32,HOU,Steve Novak\novakst01,23.021,F,us,Marquette,2007,2017,467,12.1,4.7,1.3,0.3,0.2,0.1,.437,.463,.430,.877,14.5,.123
598,1989,NBA,2,40,BOS,Dino Rađa\radjadi01,22.070,F-C,hr,,1994,1997,224,32.6,16.7,8.4,1.6,0.9,1.3,.497,.497,.000,.735,14.3,.094
599,1987,NBA,2,40,MIL,Winston Garland\garlawi01,22.190,G,us,Missouri State University,1988,1995,511,26.2,9.4,2.8,4.7,1.3,0.2,.430,.440,.281,.830,14.2,.051
600,1996,NBA,1,9,DAL,Samaki Walker\walkesa01,20.127,F,us,Louisville,1997,2006,445,17.1,5.3,4.7,0.6,0.3,0.7,.462,.464,.111,.630,14.2,.089
601,2000,NBA,1,20,PHI,Speedy Claxton\claxtsp01,22.057,G,us,Hofstra,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,.409,.428,.193,.762,14.2,.080
602,2007,NBA,1,24,PHO,Rudy Fernández\fernaru01,22.090,G,es,,2009,2012,249,24.0,9.1,2.4,2.2,1.0,0.2,.399,.463,.360,.840,14.2,.114
603,1988,NBA,2,38,PHO,Dean Garrett\garrede01,21.219,C,us,Indiana,1997,2002,359,19.4,4.8,5.0,0.6,0.5,1.0,.480,.480,,.677,14.1,.097
604,2007,NBA,1,20,MIA,Jason Smith\smithja02,21.123,F-C,us,Colorado State,2008,2019,616,16.3,6.1,3.4,0.7,0.3,0.7,.468,.479,.333,.783,14.1,.067
605,2011,NBA,1,2,MIN,Derrick Williams\willide02,20.034,F,us,Arizona,2012,2018,428,20.7,8.9,4.0,0.7,0.5,0.3,.434,.484,.300,.710,14.1,.076
606,1991,NBA,2,37,LAC,Elliot Perry\perryel01,22.095,G,us,Memphis,1992,2002,549,17.3,6.3,1.4,3.1,1.0,0.0,.459,.474,.359,.783,14.0,.071
607,2006,NBA,1,26,LAL,Jordan Farmar\farmajo01,19.215,G,us,UCLA,2007,2017,504,19.5,7.7,1.9,2.9,0.8,0.1,.423,.463,.374,.739,13.9,.068
608,2009,NBA,2,44,DET,Chase Budinger\budinch01,21.039,F,us,Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083
609,2001,NBA,2,30,CHI,Trenton Hassell\hassetr01,22.121,G,us,Austin Peay State University,2002,2010,644,25.3,5.8,2.8,1.8,0.4,0.4,.445,.457,.318,.765,13.8,.041
610,2011,NBA,2,50,PHI,Lavoy Allen\allenla01,22.144,F-C,us,Temple,2012,2017,388,17.8,4.8,4.8,1.0,0.3,0.6,.471,.474,.133,.682,13.8,.096
611,2013,NBA,2,31,CLE,Allen Crabbe\crabbal01,21.084,G-F,us,Cal,2014,2019,344,24.6,9.5,2.9,1.2,0.6,0.3,.429,.472,.393,.835,13.8,.078
612,1995,NBA,2,58,DET,Don Reid\reiddo01,21.185,F,us,Georgetown,1996,2003,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123
613,1996,NBA,1,19,NYK,Walter McCarty\mccarwa01,22.151,F,us,Kentucky,1997,2006,593,17.5,5.2,2.6,1.1,0.6,0.3,.392,.433,.346,.698,13.7,.064
614,2005,NBA,1,27,POR,Linas Kleiza\kleizli01,20.181,F,lt,Missouri,2006,2013,409,20.0,8.7,3.6,0.8,0.4,0.2,.435,.501,.335,.763,13.6,.080
615,1995,NBA,1,20,CHI,Jason Caffey\caffeja01,22.021,F,us,Alabama,1996,2003,462,19.6,7.3,4.4,0.9,0.5,0.2,.481,.483,.000,.637,13.5,.072
616,2003,NBA,2,32,LAL,Luke Walton\waltolu01,23.095,F,us,Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067
617,2011,NBA,2,55,BOS,E'Twaun Moore\mooreet01,22.123,G-F,us,Purdue,2012,2019,515,21.7,8.0,2.0,1.8,0.7,0.2,.458,.492,.392,.744,13.5,.058
618,2013,NBA,1,20,CHI,Tony Snell\snellto01,21.235,G-F,us,New Mexico,2014,2019,442,21.8,6.2,2.4,1.0,0.5,0.2,.425,.481,.382,.819,13.5,.067
619,2014,NBA,2,38,DET,Spencer Dinwiddie\dinwisp01,21.086,G,us,Colorado,2015,2019,253,24.4,11.0,2.6,4.5,0.7,0.3,.408,.477,.323,.801,13.5,.105
620,2012,NBA,1,11,POR,Meyers Leonard\leoname01,20.127,C-F,us,Illinois,2013,2019,393,15.5,5.6,3.7,0.9,0.2,0.3,.479,.542,.385,.828,13.4,.106
621,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.200,G,us,Virginia,2017,2019,187,28.1,12.8,3.5,3.6,0.9,0.2,.484,.519,.408,.895,13.4,.122
622,1998,NBA,1,6,DAL,Robert Traylor\traylro01,21.148,F,us,Michigan,1999,2005,438,14.3,4.8,3.7,0.7,0.6,0.7,.474,.478,.167,.577,13.3,.102
623,2000,NBA,1,7,CHI,Chris Mihm\mihmch01,20.353,C,us,Texas,2001,2009,436,20.1,7.5,5.3,0.5,0.3,1.0,.459,.460,.231,.704,13.3,.073
624,2012,NBA,2,43,ATL,Mike Scott\scottmi01,23.353,F,us,Virginia,2013,2019,436,16.3,7.1,3.1,0.9,0.3,0.1,.464,.525,.364,.755,13.3,.089
625,2014,NBA,1,10,PHI,Elfrid Payton\paytoel01,20.129,G,us,Louisiana,2015,2019,342,29.5,11.1,4.4,6.6,1.3,0.3,.454,.479,.302,.630,13.3,.063
626,1999,NBA,1,28,UTA,Scott Padgett\padgesc01,23.077,F,us,Kentucky,2000,2007,448,12.5,4.2,2.7,0.7,0.4,0.2,.410,.433,.373,.736,13.2,.113
627,2011,NBA,2,40,MIL,Jon Leuer\leuerjo01,22.045,F,us,Wisconsin,2012,2019,377,15.8,6.4,3.8,0.8,0.4,0.3,.484,.520,.328,.767,13.2,.107
628,2002,NBA,1,11,WAS,Jared Jeffries\jeffrja01,20.218,F,us,Indiana,2003,2013,629,21.6,4.8,4.1,1.3,0.7,0.5,.426,.447,.250,.583,13.1,.046
629,2013,NBA,1,17,ATL,Dennis Schröder\schrode01,19.290,G,de,,2014,2019,431,24.7,13.4,2.7,4.6,0.8,0.1,.430,.467,.325,.825,13.1,.059
630,2016,NBA,1,11,ORL,Domantas Sabonis\sabondo01,20.056,F-C,us,Gonzaga,2017,2019,229,23.1,10.4,6.8,1.9,0.6,0.4,.513,.535,.343,.722,13.1,.119
631,1995,NBA,1,6,VAN,Bryant Reeves\reevebr01,22.025,C,us,Oklahoma State,1996,2001,395,30.6,12.5,6.9,1.6,0.5,0.8,.475,.478,.074,.703,13.0,.052
632,1997,NBA,2,37,GSW,Marc Jackson\jacksma02,22.166,C,us,Temple,2001,2007,387,19.6,8.4,4.3,0.8,0.4,0.3,.446,.448,.226,.814,13.0,.082
633,2002,NBA,2,31,CHI,Roger Mason\masonro01,21.294,G,us,Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,.408,.435,.383,.866,13.0,.068
634,2006,NBA,1,4,POR,Tyrus Thomas\thomaty01,19.320,F,us,LSU,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,.438,.440,.235,.732,13.0,.078
635,2011,NBA,1,12,UTA,Alec Burks\burksal01,19.343,G,us,Colorado,2012,2019,429,21.1,9.5,3.0,1.7,0.6,0.2,.423,.445,.355,.771,13.0,.069
636,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,Kansas,2015,2019,400,36.0,19.4,4.3,2.2,1.0,0.6,.440,.467,.332,.735,13.0,.044
637,2014,NBA,1,14,PHO,T.J. Warren\warretj01,20.299,F,us,NC State,2015,2019,261,27.7,14.4,4.1,1.1,0.9,0.5,.497,.524,.340,.766,13.0,.086
638,1994,NBA,2,51,SAC,Lawrence Funderburke\fundela01,23.202,F,us,Ohio State,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
639,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042
640,2011,NBA,1,17,NYK,Iman Shumpert\shumpim01,21.002,G,us,Georgia Tech,2012,2019,446,25.2,7.3,3.4,1.9,1.1,0.3,.393,.438,.340,.766,12.9,.055
641,2001,NBA,1,8,CLE,DeSagana Diop\diopde01,19.153,C,sn,,2002,2013,601,14.0,2.0,3.7,0.4,0.4,1.0,.427,.429,.167,.467,12.8,.073
642,1998,NBA,1,12,ORL,Michael Doleac\doleami01,21.014,C,us,Utah,1999,2008,587,15.0,4.9,3.3,0.6,0.3,0.4,.439,.440,.125,.791,12.7,.070
643,2013,NBA,1,26,MIN,Andre Roberson\roberan03,21.211,G-F,us,Colorado,2014,2018,295,22.5,4.6,4.0,0.9,0.9,0.7,.482,.609,.257,.467,12.7,.092
644,2010,NBA,1,28,MEM,Greivis Vásquez\vasqugr01,23.165,G,ve,Maryland,2011,2017,401,23.7,9.0,2.5,4.8,0.6,0.1,.418,.456,.349,.817,12.6,.064
645,1988,NBA,1,20,MIA,Kevin Edwards\edwarke01,22.247,G,us,DePaul,1989,2001,604,25.4,10.9,2.7,2.7,1.4,0.3,.423,.431,.335,.803,12.5,.039
646,1998,NBA,2,55,DEN,Ryan Bowen\bowenry01,22.222,F,us,Iowa,2000,2010,507,12.8,2.6,2.1,0.5,0.6,0.3,.456,.472,.206,.693,12.4,.092
647,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green,2016,2019,226,16.9,7.7,4.4,0.9,0.5,0.9,.565,.608,.257,.706,12.4,.155
648,1986,NBA,2,41,DEN,Otis Smith\smithot01,22.144,G-F,us,Jacksonville University,1987,1992,375,20.6,10.5,3.8,1.8,1.0,0.5,.455,.467,.251,.762,12.3,.076
649,1986,NBA,3,66,HOU,Anthony Bowie\bowiean01,22.226,G-F,us,Oklahoma,1989,1998,461,18.1,6.4,2.2,1.8,0.6,0.2,.475,.488,.318,.824,12.3,.070
650,2008,NBA,1,27,NOH,Darrell Arthur\arthuda01,20.098,F,us,Kansas,2009,2018,503,17.8,6.5,3.5,0.8,0.6,0.6,.444,.460,.352,.765,12.3,.066
651,2016,NBA,1,9,TOR,Jakob Pöltl\poeltja01,20.257,C,at,Utah,2017,2019,213,16.1,5.4,4.5,0.8,0.4,0.9,.643,.643,.500,.560,12.3,.173
652,2000,NBA,1,23,UTA,DeShawn Stevenson\stevede01,19.091,G,us,,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,.406,.433,.340,.698,12.1,.032
653,2000,NBA,2,30,LAC,Marko Jarić\jaricma01,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,.404,.428,.344,.730,12.1,.052
654,2009,NBA,1,29,LAL,Toney Douglas\douglto01,23.107,G,us,Florida State,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,.404,.448,.354,.824,12.1,.077
655,2015,NBA,1,4,NYK,Kristaps Porziņģis\porzikr01,19.332,F-C,lv,,2016,2018,186,31.0,17.8,7.1,1.3,0.7,2.0,.437,.467,.361,.804,12.1,.100
656,1988,NBA,1,15,SEA,Gary Grant\grantga01,23.074,G,us,Michigan,1989,2001,552,22.8,7.9,2.3,5.5,1.5,0.1,.450,.466,.278,.776,12.0,.046
657,1992,NBA,2,32,WSB,Brent Price\pricebr01,23.203,G,us,Oklahoma,1993,2002,418,16.8,5.9,1.6,3.0,0.7,0.0,.426,.464,.387,.824,12.0,.082
658,2006,NBA,2,49,DEN,Leon Powe\powele01,22.163,F,us,Cal,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174
659,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,Kentucky,2017,2019,238,28.5,14.8,3.5,3.4,0.8,0.3,.434,.483,.362,.879,12.0,.085
660,2017,NBA,1,3,BOS,Jayson Tatum\tatumja01,19.116,F,us,Duke,2018,2019,159,30.8,14.8,5.5,1.9,1.1,0.7,.461,.487,.400,.840,12.0,.118
661,1999,NBA,2,47,PHI,Todd MacCulloch\maccuto01,23.160,C,ca,Washington,2000,2003,223,15.4,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
662,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell,2014,2019,307,15.9,5.7,3.3,0.9,0.4,0.5,.468,.545,.365,.841,11.9,.117
663,2017,NBA,1,22,BRK,Jarrett Allen\allenja01,19.067,C-F,us,Texas,2018,2019,152,23.3,9.6,7.0,1.0,0.5,1.4,.590,.617,.183,.732,11.9,.161
664,1995,NBA,1,12,DAL,Cherokee Parks\parksch02,22.265,C-F,us,Duke,1996,2004,472,15.8,4.4,3.6,0.6,0.4,0.6,.470,.475,.211,.630,11.8,.076
665,1986,NBA,2,44,PHI,David Wingate\wingada01,22.190,G-F,us,Georgetown,1987,2001,740,17.9,5.6,1.9,1.9,0.8,0.2,.445,.459,.272,.738,11.7,.042
666,1999,NBA,2,41,DEN,Francisco Elson\elsonfr01,23.128,C,nl,Cal,2004,2012,472,15.3,3.7,3.5,0.6,0.5,0.5,.478,.481,.188,.700,11.7,.078
667,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,Cal State Long Beach,2015,2019,278,20.6,6.5,3.2,0.9,0.6,0.3,.457,.536,.357,.793,11.7,.098
668,2000,NBA,2,33,CHI,Jake Voskuhl\voskuja01,22.245,C,us,UConn,2001,2009,450,14.3,4.0,3.4,0.5,0.3,0.4,.487,.488,.333,.714,11.6,.087
669,2011,NBA,1,8,DET,Brandon Knight\knighbr03,19.208,G,us,Kentucky,2012,2019,421,30.1,14.5,3.2,4.0,0.9,0.2,.413,.445,.354,.812,11.6,.044
